ID;capital
anon_S630;721586.43027
anon_S634;1392113.414918
anon_S635;623609.7567350001
anon_S636;734969.9191930001
anon_S640;395830.219996
anon_S642;1050560.893861
anon_S643;0.0
anon_S644;0.0
anon_S645;466369.76230500004
anon_S646;737506.89656
anon_S648;627394.495003
anon_S650;1646425.857152
anon_S652;1557360.5358489999
anon_S656;442064.15732700005
anon_S657;1404538.280871
anon_S658;569296.290728
anon_S659;1222491.607319
anon_S660;2046224.747352
anon_S661;792476.008227
anon_S662;358883.963292
anon_S663;1276753.89178
anon_S665;108959.24415
anon_S666;787328.571746
anon_S668;1712601.286908
anon_S669;2265159.726149
anon_S671;1084962.849315
anon_S673;1837506.3070939998
anon_S674;1083061.05492
anon_S675;2086990.130069
anon_S678;396154.852451
anon_S680;621380.235341
anon_S681;947730.589532
anon_S683;1573963.156424
anon_S687;963748.0255219999
anon_S688;71460.938312
anon_S689;1146848.2845299998
anon_S691;1397367.5767700002
anon_S693;804439.588737
anon_S694;1820014.9110470002
anon_S696;1062015.3996299999
anon_S697;1803645.4714630002
anon_S699;540319.91664
anon_S701;729275.813523
anon_S704;2286883.808565
anon_S705;2146435.761188
anon_S706;114968.34368199999
anon_S708;785504.864132
anon_S709;1610947.584639
anon_S710;737138.097068
anon_S711;1025263.2727229999
anon_S717;749939.0160180001
anon_S719;689004.669661
anon_S720;1871868.7061509998
anon_S722;2375384.5033259997
anon_S724;1783476.148903
anon_S726;583189.772234
anon_S727;286288.364342
anon_S728;396346.706502
anon_S730;0.0
anon_S731;559790.5529979999
anon_S732;1199115.910675
anon_S734;1912301.087569
anon_S735;602195.285008
anon_S736;435583.96963999997
anon_S737;1262954.574201
anon_S739;990008.2629049999
anon_S741;1452173.851258
anon_S743;470618.34696899995
anon_S744;952517.983518
anon_S745;2166465.305051
anon_S746;443168.60381999996
anon_S752;373133.354641
anon_S753;447826.22032799997
anon_S754;2361910.020688
anon_S755;1566133.2874
anon_S759;1438254.722036
anon_S760;386995.58765
anon_S761;471185.47009099997
anon_S762;0.0
anon_S767;3185034.052383
anon_S768;725775.391416
anon_S769;796411.189272
anon_S770;920414.535891
anon_S772;779509.1937279999
anon_S774;417778.083332
anon_S775;1591523.8644629999
anon_S776;1267712.7691370002
anon_S777;684039.080988
anon_S778;557031.148438
anon_S782;1404550.79784
anon_S783;1647867.167399
anon_S785;768856.237688
anon_S787;1211403.229157
anon_S788;1438631.4313989999
anon_S790;563727.957434
anon_S791;1964610.432029
anon_S793;93203.690688
anon_S794;1880529.337234
anon_S796;1533028.0567659999
anon_S798;643531.300255
anon_S799;1131863.989506
anon_S800;1924200.370511
anon_S801;966066.104339
anon_S802;1273951.3709379998
anon_S804;399974.371789
anon_S808;2820244.896052
anon_S809;1861350.0514389998
anon_S810;116396.19356700001
anon_S812;2050535.0370919998
anon_S813;0.0
anon_S815;1837536.2260790002
anon_S818;1033243.177916
anon_S820;596120.041419
anon_S821;45524.28228
anon_S825;62432.106128
anon_S826;911197.994962
anon_S827;746730.824595
anon_S828;1651653.800988
anon_S830;2177608.077014
anon_S834;1958149.270842
anon_S836;1473272.334283
anon_S837;710035.03617
anon_S838;1564935.326951
anon_S839;608265.754929
anon_S840;562686.029481
anon_S841;1927230.8318740001
anon_S844;704202.416419
anon_S845;451308.97272200003
anon_S846;110394.598254
anon_S847;614719.245607
anon_S848;2020134.8144669998
anon_S849;489911.034774
anon_S850;411288.943422
anon_S852;814467.165942
anon_S854;762165.203267
anon_S858;1340831.443513
anon_S860;1621798.844161
anon_S861;606216.588663
anon_S862;1120489.242996
anon_S863;790116.808756
anon_S864;86042.90289
anon_S867;677165.746098
anon_S869;1904037.3898389998
anon_S870;830802.955218
anon_S874;1452530.500682
anon_S875;0.0
anon_S876;1307264.571673
anon_S877;689181.3888020001
anon_S878;795572.2157609999
anon_S879;0.0
anon_S880;1143031.032933
anon_S882;1389989.89596
anon_S885;1043122.880839
anon_S887;1792365.1712200001
anon_S888;500945.305116
anon_S889;0.0
anon_S890;471330.043843
anon_S891;585344.263862
anon_S892;1799495.0057340001
anon_S893;1919230.946246
anon_S895;1316615.958465
anon_S896;253972.910779
anon_S898;1740434.3671439998
anon_S899;120317.300522
anon_S901;1759270.470455
anon_S902;671179.16958
anon_S903;240801.694775
anon_S905;677359.150684
anon_S908;1723261.953478
anon_S910;1161442.621965
anon_S914;306472.813738
anon_S915;2242112.9841630002
anon_S916;451038.3826770001
anon_S918;835850.920255
anon_S920;1930295.9152990002
anon_S921;782698.722728
anon_S922;2732863.614004
anon_S923;329011.22909499996
anon_S925;231056.46794
anon_S927;1567266.363707
anon_S928;1713210.630196
anon_S930;2316915.408082
anon_S931;438366.92775100004
anon_S932;1140966.336283
anon_S934;0.0
anon_S935;1581266.034131
anon_S936;1104565.913973
anon_S938;113992.395569
anon_S942;296400.123511
anon_S943;1846888.386084
anon_S944;2769623.697038
anon_S945;1374470.366338
anon_S947;151034.594679
anon_S948;515120.21751499997
anon_S949;2087512.98138
anon_S950;668152.02224
anon_S951;1927495.253638
anon_S954;1492210.312181
anon_S955;58692.144397000004
anon_S956;1714621.4911469999
anon_S959;352083.345937
anon_S960;368779.666917
anon_S967;2238424.9630009998
anon_S968;98418.697506
anon_S970;318939.476679
anon_S971;756005.832065
anon_S974;1798648.440568
anon_S975;235288.160963
anon_S976;1818609.0139400002
anon_S977;1652952.019167
anon_S979;1640925.6300549998
anon_S980;1139521.972919
anon_S982;1021338.6007899999
anon_S985;866293.482603
anon_S987;536465.835393
anon_S988;1197222.009009
anon_S989;465369.884892
anon_S990;0.0
anon_S992;1376952.867472
anon_S993;683397.4914739999
anon_S996;2193450.85176
anon_S997;998348.202957
anon_S998;219340.50487399998
anon_S1002;1935974.681732
anon_S1004;535638.5797
anon_S1005;1569574.6490719998
anon_S1008;933397.5233219999
anon_S1009;740836.147163
anon_S1012;1252321.2662530001
anon_S1013;559362.726275
anon_S1018;940958.0515129999
anon_S1019;788992.2216439999
anon_S1021;1109782.93511
anon_S1022;1822893.745913
anon_S1023;1219417.344508
anon_S1024;42526.972895
anon_S1025;872131.095695
anon_S1026;1451767.739361
anon_S1029;1536184.614791
anon_S1030;2492971.954252
anon_S1031;820881.279801
anon_S1032;830416.2170739999
anon_S1035;524648.2349899999
anon_S1039;1065726.7822
anon_S1043;1084987.960033
anon_S1045;604631.0453689999
anon_S1046;1434984.489225
anon_S1047;542260.408708
anon_S1049;99317.894172
anon_S1050;584868.624539
anon_S1051;1124660.324095
anon_S1054;387066.516167
anon_S1055;1876166.134227
anon_S1058;2055039.498346
anon_S1059;1225046.2333530001
anon_S1060;1189905.45813
anon_S1061;1715603.251478
anon_S1062;1322080.508249
anon_S1064;670783.322658
anon_S1067;0.0
anon_S1068;1159037.989404
anon_S1070;677533.8969350001
anon_S1074;2242692.2070790003
anon_S1075;636094.056562
anon_S1077;788621.2931840001
anon_S1080;1617458.064631
anon_S1081;873420.758735
anon_S1082;1765493.588066
anon_S1083;1008772.8883040001
anon_S1084;614539.189854
anon_S1087;860710.934827
anon_S1088;811342.407582
anon_S1090;1283306.9627
anon_S1092;1564459.222502
anon_S1094;919140.25531
anon_S1095;761565.0091489999
anon_S1096;1149312.587454
anon_S1098;1076576.156677
anon_S1101;1712422.508031
anon_S1104;557510.1912979999
anon_S1109;210723.351751
anon_S1110;281566.228512
anon_S1111;313043.470676
anon_S1113;544512.5529479999
anon_S1114;1434928.354385
anon_S1118;1167407.202142
anon_S1120;1650677.896198
anon_S1121;372558.309485
anon_S1123;159538.048454
anon_S1125;1991313.233407
anon_S1128;501890.258278
anon_S1129;1890741.87153
anon_S1130;1310795.89673
anon_S1131;677126.414201
anon_S1132;1184386.208224
anon_S1133;1773876.735343
anon_S1134;1792310.794784
anon_S1136;1281862.352558
anon_S1139;1099867.739635
anon_S1141;468718.57721300004
anon_S1143;2272843.4200959997
anon_S1146;1902414.578314
anon_S1148;2144788.566478
anon_S1149;1953576.249547
anon_S1150;1409777.980068
anon_S1152;826821.586262
anon_S1153;2453761.639318
anon_S1157;901783.8846239999
anon_S1158;1849954.439556
anon_S1159;1646047.2238450001
anon_S1166;1841924.8654009998
anon_S1167;1384520.5299860002
anon_S1168;790949.583871
anon_S1169;1536937.6340120002
anon_S1171;2083600.4388400002
anon_S1172;1813700.908668
anon_S1174;1926638.427675
anon_S1175;950482.0632379999
anon_S1177;1923174.684743
anon_S1179;451255.171805
anon_S1181;600808.638141
anon_S1182;369595.40503200004
anon_S1183;540889.459885
anon_S1185;2293207.310825
anon_S1187;1322259.568594
anon_S1189;1977238.892929
anon_S1190;1597662.26255
anon_S1193;1244806.199934
anon_S1194;1269800.165399
anon_S1195;1327063.4537
anon_S1196;1281812.631606
anon_S1197;1373057.933117
anon_S1199;1724153.440089
anon_S1201;456655.571934
anon_S1203;796094.421873
anon_S1205;1053366.891392
anon_S1206;473911.727313
anon_S1208;910654.6903870001
anon_S1209;1016480.0086719999
anon_S1211;795031.344024
anon_S1212;876066.838242
anon_S1214;107383.991826
anon_S1216;2141594.3621610003
anon_S1217;0.0
anon_S1219;45762.063807
anon_S1220;2003738.0842380002
anon_S1221;319393.103185
anon_S1222;1715201.63066
anon_S1225;2173278.117018
anon_S1226;383317.970653
anon_S1228;549013.460965
anon_S1229;1364122.294515
anon_S1231;588156.1942779999
anon_S1233;889073.212908
anon_S1234;137278.018708
anon_S1235;1666727.234236
anon_S1236;731837.166485
anon_S1237;1033565.962344
anon_S1238;1891553.764609
anon_S1239;1045429.333397
anon_S1241;1445963.572786
anon_S1242;896044.698656
anon_S1245;1478900.6987879998
anon_S1246;558518.692099
anon_S1247;1922363.653576
anon_S1248;2149314.269725
anon_S1249;1191983.700151
anon_S1250;2136765.522189
anon_S1251;458745.570549
anon_S1253;833186.845751
anon_S1254;890235.7873059999
anon_S1260;992994.6179940001
anon_S1261;1141594.710101
anon_S1262;1319536.739979
anon_S1263;327371.707857
anon_S1264;1747222.064914
anon_S1265;1014869.064147
anon_S1266;0.0
anon_S1267;2154642.448209
anon_S1268;2130419.716087
anon_S1270;1978295.404278
anon_S1271;1143837.2080299999
anon_S1272;448827.068444
anon_S1274;61026.774488
anon_S1277;547988.625905
anon_S1278;55465.409888999995
anon_S1279;1786336.351704
anon_S1280;1380027.886769
anon_S1283;1806850.1548189998
anon_S1284;485349.02233500005
anon_S1285;2006153.9351740002
anon_S1288;1062737.293637
anon_S1290;599074.382585
anon_S1292;1247803.617723
anon_S1293;238852.349318
anon_S1294;1606577.2637969998
anon_S1295;1807131.0987479999
anon_S1296;392837.252538
anon_S1297;473604.365674
anon_S1298;1547508.896568
anon_S1300;1231241.130596
anon_S1301;465681.41719899996
anon_S1304;1765005.666645
anon_S1305;81558.354123
anon_S1306;1651177.1450540002
anon_S1307;198254.387973
anon_S1308;1208692.1865309998
anon_S1309;3073501.358345
anon_S1310;1218629.041537
anon_S1311;1724817.0692279998
anon_S1313;1176730.6962370002
anon_S1314;1236139.994435
anon_S1315;0.0
anon_S1316;1964047.0193430001
anon_S1317;1339682.174841
anon_S1319;2236298.222813
anon_S1320;129703.7501
anon_S1322;376178.29627
anon_S1325;530939.221817
anon_S1327;2452450.578421
anon_S1330;1164818.119974
anon_S1332;1362805.374676
anon_S1333;1829490.014398
anon_S1334;2467168.912519
anon_S1335;1581400.453211
anon_S1336;0.0
anon_S1337;414967.22886100004
anon_S1338;2141493.338405
anon_S1339;1508057.565284
anon_S1340;585781.779184
anon_S1341;1578422.555793
anon_S1342;2032370.069509
anon_S1343;1667089.506693
anon_S1345;2113899.253856
anon_S1346;83215.124851
anon_S1347;166021.574283
anon_S1350;1227701.719317
anon_S1353;1333406.803496
anon_S1355;223041.648354
anon_S1357;2188282.1028360003
anon_S1358;2043365.791032
anon_S1359;2188282.1028360003
anon_S1360;1346346.335798
anon_S1361;2301390.772791
anon_S1363;1555617.260587
anon_S1365;58891.216998
anon_S1366;0.0
anon_S1367;770086.775086
anon_S1368;735924.439136
anon_S1369;1090832.0394549998
anon_S1370;1439603.165056
anon_S1371;1825983.2834400001
anon_S1372;0.0
anon_S1373;1333131.938382
anon_S1374;1432926.068755
anon_S1376;90458.516287
anon_S1377;1214794.146772
anon_S1378;1763889.602897
anon_S1379;1862995.2348919997
anon_S1380;792391.832034
anon_S1383;999619.0425239999
anon_S1384;802483.615882
anon_S1385;1792831.476818
anon_S1386;455710.68421899993
anon_S1388;1335783.405862
anon_S1389;82697.188208
anon_S1391;2148196.758398
anon_S1393;2129030.500786
anon_S1394;682165.415743
anon_S1400;292768.523963
anon_S1401;612188.85102
anon_S1402;200838.950649
anon_S1404;1913415.3923819999
anon_S1405;97008.578524
anon_S1406;2029852.1515439998
anon_S1407;1821109.97172
anon_S1408;1986438.702752
anon_S1409;143571.472688
anon_S1410;1328990.28775
anon_S1411;506771.860367
anon_S1412;2047181.526573
anon_S1414;503592.810524
anon_S1415;2131755.299374
anon_S1418;592845.312629
anon_S1419;2436356.047121
anon_S1420;1128076.323694
anon_S1421;1712843.7698370002
anon_S1423;1147932.939576
anon_S1424;1868496.176806
anon_S1426;1637708.806072
anon_S1427;2013652.7052099998
anon_S1428;2176134.85619
anon_S1429;1302267.754622
anon_S1431;522802.91005600005
anon_S1432;2005499.443944
anon_S1433;1223764.1645
anon_S1434;1167638.44825
anon_S1436;2073400.3784979999
anon_S1437;2344211.164423
anon_S1438;122427.166389
anon_S1440;1301296.348846
anon_S1441;1317288.4840000002
anon_S1443;1352955.732099
anon_S1444;1775450.0454630002
anon_S1445;2312390.41845
anon_S1447;2086298.5781009998
anon_S1449;90037.036551
anon_S1450;1716235.3158149999
anon_S1451;786788.304251
anon_S1454;1884483.249234
anon_S1456;1119787.296368
anon_S1459;191490.933657
anon_S1460;645583.156734
anon_S1461;808415.122861
anon_S1462;754799.0523430001
anon_S1463;654239.745656
anon_S1465;210454.716022
anon_S1466;934501.4479309999
anon_S1467;1739561.269376
anon_S1469;366868.487083
anon_S1470;398175.140224
anon_S1471;1907866.97805
anon_S1473;2320974.033561
anon_S1478;1410177.209976
anon_S1479;1058027.642397
anon_S1480;0.0
anon_S1484;1583560.8140379998
anon_S1485;1239185.954714
anon_S1486;1056500.557986
anon_S1488;2069207.272138
anon_S1489;1982467.623425
anon_S1490;1704447.889719
anon_S1491;1332668.905483
anon_S1492;1276970.679227
anon_S1493;921716.9309459999
anon_S1494;926287.4613190001
anon_S1495;788442.79561
anon_S1496;247376.709608
anon_S1497;793023.945793
anon_S1499;630445.4047569999
anon_S1500;963918.180595
anon_S1501;481054.586412
anon_S1502;330914.499493
anon_S1504;2190165.380948
anon_S1506;124186.36567999999
anon_S1508;1975070.086566
anon_S1509;79148.35543099999
anon_S1512;400673.710844
anon_S1514;582681.6875479999
anon_S1517;1080034.658364
anon_S1521;595257.451086
anon_S1523;1270063.4633870001
anon_S1524;1223407.3772459999
anon_S1525;992186.511762
anon_S1526;126486.78688900001
anon_S1527;329007.751219
anon_S1528;2005991.734466
anon_S1530;2318656.1571509996
anon_S1533;608050.204795
anon_S1534;294910.299969
anon_S1537;1419949.28384
anon_S1538;2390399.348941
anon_S1539;784876.012093
anon_S1540;2110127.704849
anon_S1541;554201.939208
anon_S1542;1938954.9821209998
anon_S1543;2086042.3710790002
anon_S1544;1568135.960462
anon_S1545;2362555.682356
anon_S1548;1853707.7460979999
anon_S1550;1008000.586865
anon_S1551;1769144.8579580002
anon_S1553;181062.329745
anon_S1555;2259556.912513
anon_S1556;842864.4418680001
anon_S1557;179352.309825
anon_S1558;1487296.6873030001
anon_S1559;1639349.5184610002
anon_S1560;1971753.4217009998
anon_S1561;2157318.994027
anon_S1568;752394.961091
anon_S1571;126224.614406
anon_S1572;243339.824075
anon_S1573;1115807.976185
anon_S1575;1009675.3912549999
anon_S1576;655290.5493930001
anon_S1577;226900.12874899997
anon_S1578;533318.958508
anon_S1581;451667.52548199997
anon_S1582;2187057.649645
anon_S1583;39711.90407
anon_S1584;2070415.171168
anon_S1585;871381.7014889999
anon_S1586;2260434.247678
anon_S1587;159120.131568
anon_S1588;2423999.401697
anon_S1590;1167981.078846
anon_S1591;0.0
anon_S1592;563540.3378770001
anon_S1594;1772613.936411
anon_S1595;2010603.5606990003
anon_S1596;1393495.403582
anon_S1597;1640824.335711
anon_S1599;199468.273732
anon_S1601;673929.952496
anon_S1602;629044.676155
anon_S1603;393885.993104
anon_S1604;765111.694817
anon_S1605;1680871.9691879998
anon_S1607;1947327.526319
anon_S1608;98330.92067200001
anon_S1610;1256385.083695
anon_S1611;1527716.567342
anon_S1614;2007963.5276880001
anon_S1616;876335.969526
anon_S1619;816502.7330270001
anon_S1620;1943364.241214
anon_S1622;122039.937218
anon_S1623;1760046.064876
anon_S1624;620900.382799
anon_S1625;507156.34520200005
anon_S1626;1910270.910375
anon_S1627;945639.513923
anon_S1628;2400292.461283
anon_S1629;1293433.744273
anon_S1630;426066.839364
anon_S1631;0.0
anon_S1634;828102.042923
anon_S1636;2293330.196798
anon_S1637;384625.852096
anon_S1638;2218576.367946
anon_S1639;502838.631303
anon_S1641;888831.9325870001
anon_S1643;1323894.036632
anon_S1646;1003893.020755
anon_S1647;440726.350512
anon_S1650;834831.8180770001
anon_S1651;1593845.307257
anon_S1652;1929227.8509169999
anon_S1653;194511.709906
anon_S1656;677743.567332
anon_S1657;1957951.136707
anon_S1658;1837874.024864
anon_S1659;2034932.51187
anon_S1660;1415074.286992
anon_S1661;2270477.939392
anon_S1662;1336377.2623969999
anon_S1663;1582392.2908120002
anon_S1664;755919.7370590001
anon_S1665;1694307.292757
anon_S1666;787888.399709
